a,b,s,d,flag,day,t
16,404000,tag4,30.0,true,1971-02-09,2013-07-15 10:06:44
17,405000,tag0,31.5,false,1971-02-10,2013-07-15 10:06:45
18,406000,,33.0,true,1971-02-11,2013-07-15 10:06:46
19,407000,tag2,34.5,false,1971-02-12,2013-07-15 10:06:47
20,408000,tag3,36.0,true,1971-02-13,2013-07-15 10:06:48
21,409000,tag4,37.5,false,1971-02-14,2013-07-15 10:06:49
22,410000,tag0,39.0,true,1971-02-15,2013-07-15 10:06:50
23,411000,tag1,40.5,false,1971-02-16,2013-07-15 10:06:51
24,412000,tag2,42.0,true,1971-02-17,2013-07-15 10:06:52
25,413000,,43.5,false,1971-02-18,2013-07-15 10:06:53
26,414000,tag4,45.0,true,1971-02-19,2013-07-15 10:06:54
27,415000,tag0,46.5,false,1971-02-20,2013-07-15 10:06:55
28,416000,tag1,48.0,true,1971-02-21,2013-07-15 10:06:56
29,417000,tag2,49.5,false,1971-02-22,2013-07-15 10:06:57
30,418000,tag3,51.0,true,1971-02-23,2013-07-15 10:06:58
31,419000,tag4,52.5,false,1971-02-24,2013-07-15 10:06:59
32,420000,,54.0,true,1971-02-25,2013-07-15 10:07:00
33,421000,tag1,55.5,false,1971-02-26,2013-07-15 10:07:01
34,422000,tag2,57.0,true,1971-02-27,2013-07-15 10:07:02
35,423000,tag3,58.5,false,1971-02-28,2013-07-15 10:07:03
36,424000,tag4,60.0,true,1971-03-01,2013-07-15 10:07:04
37,425000,tag0,61.5,false,1971-03-02,2013-07-15 10:07:05
38,426000,tag1,63.0,true,1971-03-03,2013-07-15 10:07:06
39,427000,,64.5,false,1971-03-04,2013-07-15 10:07:07
40,428000,tag3,66.0,true,1971-03-05,2013-07-15 10:07:08
41,429000,tag4,67.5,false,1971-03-06,2013-07-15 10:07:09
42,430000,tag0,69.0,true,1971-03-07,2013-07-15 10:07:10
43,431000,tag1,70.5,false,1971-03-08,2013-07-15 10:07:11
44,432000,tag2,72.0,true,1971-03-09,2013-07-15 10:07:12
45,433000,tag3,73.5,false,1971-03-10,2013-07-15 10:07:13
46,434000,,75.0,true,1971-03-11,2013-07-15 10:07:14
47,435000,tag0,76.5,false,1971-03-12,2013-07-15 10:07:15
48,436000,tag1,78.0,true,1971-03-13,2013-07-15 10:07:16
49,437000,tag2,79.5,false,1971-03-14,2013-07-15 10:07:17
50,438000,tag3,81.0,true,1971-03-15,2013-07-15 10:07:18
51,439000,tag4,82.5,false,1971-03-16,2013-07-15 10:07:19
52,440000,tag0,84.0,true,1971-03-17,2013-07-15 10:07:20
53,441000,,85.5,false,1971-03-18,2013-07-15 10:07:21
54,442000,tag2,87.0,true,1971-03-19,2013-07-15 10:07:22
55,443000,tag3,88.5,false,1971-03-20,2013-07-15 10:07:23
56,444000,tag4,90.0,true,1971-03-21,2013-07-15 10:07:24
57,445000,tag0,91.5,false,1971-03-22,2013-07-15 10:07:25
58,446000,tag1,93.0,true,1971-03-23,2013-07-15 10:07:26
59,447000,tag2,94.5,false,1971-03-24,2013-07-15 10:07:27
60,448000,,0.0,true,1971-03-25,2013-07-15 10:07:28
61,449000,tag4,1.5,false,1971-03-26,2013-07-15 10:07:29
62,450000,tag0,3.0,true,1971-03-27,2013-07-15 10:07:30
63,451000,tag1,4.5,false,1971-03-28,2013-07-15 10:07:31
64,452000,tag2,6.0,true,1971-03-29,2013-07-15 10:07:32
65,453000,tag3,7.5,false,1971-03-30,2013-07-15 10:07:33
66,454000,tag4,9.0,true,1971-03-31,2013-07-15 10:07:34
67,455000,,10.5,false,1971-04-01,2013-07-15 10:07:35
68,456000,tag1,12.0,true,1971-04-02,2013-07-15 10:07:36
69,457000,tag2,13.5,false,1971-04-03,2013-07-15 10:07:37
70,458000,tag3,15.0,true,1971-04-04,2013-07-15 10:07:38
71,459000,tag4,16.5,false,1971-04-05,2013-07-15 10:07:39
72,460000,tag0,18.0,true,1971-04-06,2013-07-15 10:07:40
73,461000,tag1,19.5,false,1971-04-07,2013-07-15 10:07:41
74,462000,,21.0,true,1971-04-08,2013-07-15 10:07:42
75,463000,tag3,22.5,false,1971-04-09,2013-07-15 10:07:43
76,464000,tag4,24.0,true,1971-04-10,2013-07-15 10:07:44
77,465000,tag0,25.5,false,1971-04-11,2013-07-15 10:07:45
78,466000,tag1,27.0,true,1971-04-12,2013-07-15 10:07:46
79,467000,tag2,28.5,false,1971-04-13,2013-07-15 10:07:47
80,468000,tag3,30.0,true,1971-04-14,2013-07-15 10:07:48
81,469000,,31.5,false,1971-04-15,2013-07-15 10:07:49
82,470000,tag0,33.0,true,1971-04-16,2013-07-15 10:07:50
83,471000,tag1,34.5,false,1971-04-17,2013-07-15 10:07:51
84,472000,tag2,36.0,true,1971-04-18,2013-07-15 10:07:52
85,473000,tag3,37.5,false,1971-04-19,2013-07-15 10:07:53
86,474000,tag4,39.0,true,1971-04-20,2013-07-15 10:07:54
87,475000,tag0,40.5,false,1971-04-21,2013-07-15 10:07:55
88,476000,,42.0,true,1971-04-22,2013-07-15 10:07:56
89,477000,tag2,43.5,false,1971-04-23,2013-07-15 10:07:57
90,478000,tag3,45.0,true,1971-04-24,2013-07-15 10:07:58
91,479000,tag4,46.5,false,1971-04-25,2013-07-15 10:07:59
92,480000,tag0,48.0,true,1971-04-26,2013-07-15 10:08:00
93,481000,tag1,49.5,false,1971-04-27,2013-07-15 10:08:01
94,482000,tag2,51.0,true,1971-04-28,2013-07-15 10:08:02
95,483000,,52.5,false,1971-04-29,2013-07-15 10:08:03
96,484000,tag4,54.0,true,1971-04-30,2013-07-15 10:08:04
0,485000,tag0,55.5,false,1971-05-01,2013-07-15 10:08:05
1,486000,tag1,57.0,true,1971-05-02,2013-07-15 10:08:06
2,487000,tag2,58.5,false,1971-05-03,2013-07-15 10:08:07
3,488000,tag3,60.0,true,1971-05-04,2013-07-15 10:08:08
4,489000,tag4,61.5,false,1971-05-05,2013-07-15 10:08:09
5,490000,,63.0,true,1971-05-06,2013-07-15 10:08:10
6,491000,tag1,64.5,false,1971-05-07,2013-07-15 10:08:11
7,492000,tag2,66.0,true,1971-05-08,2013-07-15 10:08:12
8,493000,tag3,67.5,false,1971-05-09,2013-07-15 10:08:13
9,494000,tag4,69.0,true,1971-05-10,2013-07-15 10:08:14
10,495000,tag0,70.5,false,1971-05-11,2013-07-15 10:08:15
11,496000,tag1,72.0,true,1971-05-12,2013-07-15 10:08:16
12,497000,,73.5,false,1971-05-13,2013-07-15 10:08:17
13,498000,tag3,75.0,true,1971-05-14,2013-07-15 10:08:18
14,499000,tag4,76.5,false,1971-05-15,2013-07-15 10:08:19
15,500000,tag0,78.0,true,1971-05-16,2013-07-15 10:08:20
16,501000,tag1,79.5,false,1971-05-17,2013-07-15 10:08:21
17,502000,tag2,81.0,true,1971-05-18,2013-07-15 10:08:22
18,503000,tag3,82.5,false,1971-05-19,2013-07-15 10:08:23
19,504000,,84.0,true,1971-05-20,2013-07-15 10:08:24
20,505000,tag0,85.5,false,1971-05-21,2013-07-15 10:08:25
21,506000,tag1,87.0,true,1971-05-22,2013-07-15 10:08:26
22,507000,tag2,88.5,false,1971-05-23,2013-07-15 10:08:27
23,508000,tag3,90.0,true,1971-05-24,2013-07-15 10:08:28
24,509000,tag4,91.5,false,1971-05-25,2013-07-15 10:08:29
25,510000,tag0,93.0,true,1971-05-26,2013-07-15 10:08:30
26,511000,,94.5,false,1971-05-27,2013-07-15 10:08:31
27,512000,tag2,0.0,true,1971-05-28,2013-07-15 10:08:32
28,513000,tag3,1.5,false,1971-05-29,2013-07-15 10:08:33
29,514000,tag4,3.0,true,1971-05-30,2013-07-15 10:08:34
30,515000,tag0,4.5,false,1971-05-31,2013-07-15 10:08:35
31,516000,tag1,6.0,true,1971-06-01,2013-07-15 10:08:36
32,517000,tag2,7.5,false,1971-06-02,2013-07-15 10:08:37
33,518000,,9.0,true,1971-06-03,2013-07-15 10:08:38
34,519000,tag4,10.5,false,1971-06-04,2013-07-15 10:08:39
35,520000,tag0,12.0,true,1971-06-05,2013-07-15 10:08:40
36,521000,tag1,13.5,false,1971-06-06,2013-07-15 10:08:41
37,522000,tag2,15.0,true,1971-06-07,2013-07-15 10:08:42
38,523000,tag3,16.5,false,1971-06-08,2013-07-15 10:08:43
39,524000,tag4,18.0,true,1971-06-09,2013-07-15 10:08:44
40,525000,,19.5,false,1971-06-10,2013-07-15 10:08:45
41,526000,tag1,21.0,true,1971-06-11,2013-07-15 10:08:46
42,527000,tag2,22.5,false,1971-06-12,2013-07-15 10:08:47
43,528000,tag3,24.0,true,1971-06-13,2013-07-15 10:08:48
44,529000,tag4,25.5,false,1971-06-14,2013-07-15 10:08:49
45,530000,tag0,27.0,true,1971-06-15,2013-07-15 10:08:50
46,531000,tag1,28.5,false,1971-06-16,2013-07-15 10:08:51
47,532000,,30.0,true,1971-06-17,2013-07-15 10:08:52
48,533000,tag3,31.5,false,1971-06-18,2013-07-15 10:08:53
49,534000,tag4,33.0,true,1971-06-19,2013-07-15 10:08:54
50,535000,tag0,34.5,false,1971-06-20,2013-07-15 10:08:55
51,536000,tag1,36.0,true,1971-06-21,2013-07-15 10:08:56
52,537000,tag2,37.5,false,1971-06-22,2013-07-15 10:08:57
53,538000,tag3,39.0,true,1971-06-23,2013-07-15 10:08:58
54,539000,,40.5,false,1971-06-24,2013-07-15 10:08:59
55,540000,tag0,42.0,true,1971-06-25,2013-07-15 10:09:00
56,541000,tag1,43.5,false,1971-06-26,2013-07-15 10:09:01
57,542000,tag2,45.0,true,1971-06-27,2013-07-15 10:09:02
58,543000,tag3,46.5,false,1971-06-28,2013-07-15 10:09:03
59,544000,tag4,48.0,true,1971-06-29,2013-07-15 10:09:04
60,545000,tag0,49.5,false,1971-06-30,2013-07-15 10:09:05
61,546000,,51.0,true,1971-07-01,2013-07-15 10:09:06
62,547000,tag2,52.5,false,1971-07-02,2013-07-15 10:09:07
63,548000,tag3,54.0,true,1971-07-03,2013-07-15 10:09:08
64,549000,tag4,55.5,false,1971-07-04,2013-07-15 10:09:09
65,550000,tag0,57.0,true,1971-07-05,2013-07-15 10:09:10
66,551000,tag1,58.5,false,1971-07-06,2013-07-15 10:09:11
67,552000,tag2,60.0,true,1971-07-07,2013-07-15 10:09:12
68,553000,,61.5,false,1971-07-08,2013-07-15 10:09:13
69,554000,tag4,63.0,true,1971-07-09,2013-07-15 10:09:14
70,555000,tag0,64.5,false,1971-07-10,2013-07-15 10:09:15
71,556000,tag1,66.0,true,1971-07-11,2013-07-15 10:09:16
72,557000,tag2,67.5,false,1971-07-12,2013-07-15 10:09:17
73,558000,tag3,69.0,true,1971-07-13,2013-07-15 10:09:18
74,559000,tag4,70.5,false,1971-07-14,2013-07-15 10:09:19
75,560000,,72.0,true,1971-07-15,2013-07-15 10:09:20
76,561000,tag1,73.5,false,1971-07-16,2013-07-15 10:09:21
77,562000,tag2,75.0,true,1971-07-17,2013-07-15 10:09:22
78,563000,tag3,76.5,false,1971-07-18,2013-07-15 10:09:23
79,564000,tag4,78.0,true,1971-07-19,2013-07-15 10:09:24
80,565000,tag0,79.5,false,1971-07-20,2013-07-15 10:09:25
81,566000,tag1,81.0,true,1971-07-21,2013-07-15 10:09:26
82,567000,,82.5,false,1971-07-22,2013-07-15 10:09:27
83,568000,tag3,84.0,true,1971-07-23,2013-07-15 10:09:28
84,569000,tag4,85.5,false,1971-07-24,2013-07-15 10:09:29
85,570000,tag0,87.0,true,1971-07-25,2013-07-15 10:09:30
86,571000,tag1,88.5,false,1971-07-26,2013-07-15 10:09:31
87,572000,tag2,90.0,true,1971-07-27,2013-07-15 10:09:32
88,573000,tag3,91.5,false,1971-07-28,2013-07-15 10:09:33
89,574000,,93.0,true,1971-07-29,2013-07-15 10:09:34
90,575000,tag0,94.5,false,1971-07-30,2013-07-15 10:09:35
91,576000,tag1,0.0,true,1971-07-31,2013-07-15 10:09:36
92,577000,tag2,1.5,false,1971-08-01,2013-07-15 10:09:37
93,578000,tag3,3.0,true,1971-08-02,2013-07-15 10:09:38
94,579000,tag4,4.5,false,1971-08-03,2013-07-15 10:09:39
95,580000,tag0,6.0,true,1971-08-04,2013-07-15 10:09:40
96,581000,,7.5,false,1971-08-05,2013-07-15 10:09:41
0,582000,tag2,9.0,true,1971-08-06,2013-07-15 10:09:42
1,583000,tag3,10.5,false,1971-08-07,2013-07-15 10:09:43
2,584000,tag4,12.0,true,1971-08-08,2013-07-15 10:09:44
3,585000,tag0,13.5,false,1971-08-09,2013-07-15 10:09:45
4,586000,tag1,15.0,true,1971-08-10,2013-07-15 10:09:46
5,587000,tag2,16.5,false,1971-08-11,2013-07-15 10:09:47
6,588000,,18.0,true,1971-08-12,2013-07-15 10:09:48
7,589000,tag4,19.5,false,1971-08-13,2013-07-15 10:09:49
8,590000,tag0,21.0,true,1971-08-14,2013-07-15 10:09:50
9,591000,tag1,22.5,false,1971-08-15,2013-07-15 10:09:51
10,592000,tag2,24.0,true,1971-08-16,2013-07-15 10:09:52
11,593000,tag3,25.5,false,1971-08-17,2013-07-15 10:09:53
12,594000,tag4,27.0,true,1971-08-18,2013-07-15 10:09:54
13,595000,,28.5,false,1971-08-19,2013-07-15 10:09:55
14,596000,tag1,30.0,true,1971-08-20,2013-07-15 10:09:56
15,597000,tag2,31.5,false,1971-08-21,2013-07-15 10:09:57
16,598000,tag3,33.0,true,1971-08-22,2013-07-15 10:09:58
17,599000,tag4,34.5,false,1971-08-23,2013-07-15 10:09:59
18,600000,tag0,36.0,true,1971-08-24,2013-07-15 10:10:00
19,601000,tag1,37.5,false,1971-08-25,2013-07-15 10:10:01
20,602000,,39.0,true,1971-08-26,2013-07-15 10:10:02
21,603000,tag3,40.5,false,1971-08-27,2013-07-15 10:10:03
22,604000,tag4,42.0,true,1971-08-28,2013-07-15 10:10:04
23,605000,tag0,43.5,false,1971-08-29,2013-07-15 10:10:05
24,606000,tag1,45.0,true,1971-08-30,2013-07-15 10:10:06
25,607000,tag2,46.5,false,1971-08-31,2013-07-15 10:10:07
26,608000,tag3,48.0,true,1971-09-01,2013-07-15 10:10:08
27,609000,,49.5,false,1971-09-02,2013-07-15 10:10:09
28,610000,tag0,51.0,true,1971-09-03,2013-07-15 10:10:10
29,611000,tag1,52.5,false,1971-09-04,2013-07-15 10:10:11
30,612000,tag2,54.0,true,1971-09-05,2013-07-15 10:10:12
31,613000,tag3,55.5,false,1971-09-06,2013-07-15 10:10:13
32,614000,tag4,57.0,true,1971-09-07,2013-07-15 10:10:14
33,615000,tag0,58.5,false,1971-09-08,2013-07-15 10:10:15
34,616000,,60.0,true,1971-09-09,2013-07-15 10:10:16
35,617000,tag2,61.5,false,1971-09-10,2013-07-15 10:10:17
36,618000,tag3,63.0,true,1971-09-11,2013-07-15 10:10:18
37,619000,tag4,64.5,false,1971-09-12,2013-07-15 10:10:19
38,620000,tag0,66.0,true,1971-09-13,2013-07-15 10:10:20
39,621000,tag1,67.5,false,1971-09-14,2013-07-15 10:10:21
40,622000,tag2,69.0,true,1971-09-15,2013-07-15 10:10:22
41,623000,,70.5,false,1971-09-16,2013-07-15 10:10:23
42,624000,tag4,72.0,true,1971-09-17,2013-07-15 10:10:24
43,625000,tag0,73.5,false,1971-09-18,2013-07-15 10:10:25
44,626000,tag1,75.0,true,1971-09-19,2013-07-15 10:10:26
45,627000,tag2,76.5,false,1971-09-20,2013-07-15 10:10:27
46,628000,tag3,78.0,true,1971-09-21,2013-07-15 10:10:28
47,629000,tag4,79.5,false,1971-09-22,2013-07-15 10:10:29
48,630000,,81.0,true,1971-09-23,2013-07-15 10:10:30
49,631000,tag1,82.5,false,1971-09-24,2013-07-15 10:10:31
50,632000,tag2,84.0,true,1971-09-25,2013-07-15 10:10:32
51,633000,tag3,85.5,false,1971-09-26,2013-07-15 10:10:33
52,634000,tag4,87.0,true,1971-09-27,2013-07-15 10:10:34
53,635000,tag0,88.5,false,1971-09-28,2013-07-15 10:10:35
54,636000,tag1,90.0,true,1971-09-29,2013-07-15 10:10:36
55,637000,,91.5,false,1971-09-30,2013-07-15 10:10:37
56,638000,tag3,93.0,true,1971-10-01,2013-07-15 10:10:38
57,639000,tag4,94.5,false,1971-10-02,2013-07-15 10:10:39
58,640000,tag0,0.0,true,1971-10-03,2013-07-15 10:10:40
59,641000,tag1,1.5,false,1971-10-04,2013-07-15 10:10:41
60,642000,tag2,3.0,true,1971-10-05,2013-07-15 10:10:42
61,643000,tag3,4.5,false,1971-10-06,2013-07-15 10:10:43
62,644000,,6.0,true,1971-10-07,2013-07-15 10:10:44
63,645000,tag0,7.5,false,1971-10-08,2013-07-15 10:10:45
64,646000,tag1,9.0,true,1971-10-09,2013-07-15 10:10:46
65,647000,tag2,10.5,false,1971-10-10,2013-07-15 10:10:47
66,648000,tag3,12.0,true,1971-10-11,2013-07-15 10:10:48
67,649000,tag4,13.5,false,1971-10-12,2013-07-15 10:10:49
68,650000,tag0,15.0,true,1971-10-13,2013-07-15 10:10:50
69,651000,,16.5,false,1971-10-14,2013-07-15 10:10:51
70,652000,tag2,18.0,true,1971-10-15,2013-07-15 10:10:52
71,653000,tag3,19.5,false,1971-10-16,2013-07-15 10:10:53
72,654000,tag4,21.0,true,1971-10-17,2013-07-15 10:10:54
73,655000,tag0,22.5,false,1971-10-18,2013-07-15 10:10:55
74,656000,tag1,24.0,true,1971-10-19,2013-07-15 10:10:56
75,657000,tag2,25.5,false,1971-10-20,2013-07-15 10:10:57
76,658000,,27.0,true,1971-10-21,2013-07-15 10:10:58
77,659000,tag4,28.5,false,1971-10-22,2013-07-15 10:10:59
78,660000,tag0,30.0,true,1971-10-23,2013-07-15 10:11:00
79,661000,tag1,31.5,false,1971-10-24,2013-07-15 10:11:01
80,662000,tag2,33.0,true,1971-10-25,2013-07-15 10:11:02
81,663000,tag3,34.5,false,1971-10-26,2013-07-15 10:11:03
82,664000,tag4,36.0,true,1971-10-27,2013-07-15 10:11:04
83,665000,,37.5,false,1971-10-28,2013-07-15 10:11:05
84,666000,tag1,39.0,true,1971-10-29,2013-07-15 10:11:06
85,667000,tag2,40.5,false,1971-10-30,2013-07-15 10:11:07
86,668000,tag3,42.0,true,1971-10-31,2013-07-15 10:11:08
87,669000,tag4,43.5,false,1971-11-01,2013-07-15 10:11:09
88,670000,tag0,45.0,true,1971-11-02,2013-07-15 10:11:10
89,671000,tag1,46.5,false,1971-11-03,2013-07-15 10:11:11
90,672000,,48.0,true,1971-11-04,2013-07-15 10:11:12
91,673000,tag3,49.5,false,1971-11-05,2013-07-15 10:11:13
92,674000,tag4,51.0,true,1971-11-06,2013-07-15 10:11:14
93,675000,tag0,52.5,false,1971-11-07,2013-07-15 10:11:15
94,676000,tag1,54.0,true,1971-11-08,2013-07-15 10:11:16
95,677000,tag2,55.5,false,1971-11-09,2013-07-15 10:11:17
96,678000,tag3,57.0,true,1971-11-10,2013-07-15 10:11:18
0,679000,,58.5,false,1971-11-11,2013-07-15 10:11:19
1,680000,tag0,60.0,true,1971-11-12,2013-07-15 10:11:20
2,681000,tag1,61.5,false,1971-11-13,2013-07-15 10:11:21
3,682000,tag2,63.0,true,1971-11-14,2013-07-15 10:11:22
4,683000,tag3,64.5,false,1971-11-15,2013-07-15 10:11:23
5,684000,tag4,66.0,true,1971-11-16,2013-07-15 10:11:24
6,685000,tag0,67.5,false,1971-11-17,2013-07-15 10:11:25
7,686000,,69.0,true,1971-11-18,2013-07-15 10:11:26
8,687000,tag2,70.5,false,1971-11-19,2013-07-15 10:11:27
9,688000,tag3,72.0,true,1971-11-20,2013-07-15 10:11:28
10,689000,tag4,73.5,false,1971-11-21,2013-07-15 10:11:29
11,690000,tag0,75.0,true,1971-11-22,2013-07-15 10:11:30
12,691000,tag1,76.5,false,1971-11-23,2013-07-15 10:11:31
13,692000,tag2,78.0,true,1971-11-24,2013-07-15 10:11:32
14,693000,,79.5,false,1971-11-25,2013-07-15 10:11:33
15,694000,tag4,81.0,true,1971-11-26,2013-07-15 10:11:34
16,695000,tag0,82.5,false,1971-11-27,2013-07-15 10:11:35
17,696000,tag1,84.0,true,1971-11-28,2013-07-15 10:11:36
18,697000,tag2,85.5,false,1971-11-29,2013-07-15 10:11:37
19,698000,tag3,87.0,true,1971-11-30,2013-07-15 10:11:38
20,699000,tag4,88.5,false,1971-12-01,2013-07-15 10:11:39
21,700000,,90.0,true,1971-12-02,2013-07-15 10:11:40
22,701000,tag1,91.5,false,1971-12-03,2013-07-15 10:11:41
23,702000,tag2,93.0,true,1971-12-04,2013-07-15 10:11:42
24,703000,tag3,94.5,false,1971-12-05,2013-07-15 10:11:43
25,704000,tag4,0.0,true,1971-12-06,2013-07-15 10:11:44
26,705000,tag0,1.5,false,1971-12-07,2013-07-15 10:11:45
27,706000,tag1,3.0,true,1971-12-08,2013-07-15 10:11:46
28,707000,,4.5,false,1971-12-09,2013-07-15 10:11:47
29,708000,tag3,6.0,true,1971-12-10,2013-07-15 10:11:48
30,709000,tag4,7.5,false,1971-12-11,2013-07-15 10:11:49
31,710000,tag0,9.0,true,1971-12-12,2013-07-15 10:11:50
32,711000,tag1,10.5,false,1971-12-13,2013-07-15 10:11:51
33,712000,tag2,12.0,true,1971-12-14,2013-07-15 10:11:52
34,713000,tag3,13.5,false,1971-12-15,2013-07-15 10:11:53
35,714000,,15.0,true,1971-12-16,2013-07-15 10:11:54
36,715000,tag0,16.5,false,1971-12-17,2013-07-15 10:11:55
37,716000,tag1,18.0,true,1971-12-18,2013-07-15 10:11:56
38,717000,tag2,19.5,false,1971-12-19,2013-07-15 10:11:57
39,718000,tag3,21.0,true,1971-12-20,2013-07-15 10:11:58
40,719000,tag4,22.5,false,1971-12-21,2013-07-15 10:11:59
41,720000,tag0,24.0,true,1971-12-22,2013-07-15 10:12:00
42,721000,,25.5,false,1971-12-23,2013-07-15 10:12:01
43,722000,tag2,27.0,true,1971-12-24,2013-07-15 10:12:02
44,723000,tag3,28.5,false,1971-12-25,2013-07-15 10:12:03
45,724000,tag4,30.0,true,1971-12-26,2013-07-15 10:12:04
46,725000,tag0,31.5,false,1971-12-27,2013-07-15 10:12:05
47,726000,tag1,33.0,true,1971-12-28,2013-07-15 10:12:06
48,727000,tag2,34.5,false,1971-12-29,2013-07-15 10:12:07
49,728000,,36.0,true,1971-12-30,2013-07-15 10:12:08
50,729000,tag4,37.5,false,1971-12-31,2013-07-15 10:12:09
51,730000,tag0,39.0,true,1972-01-01,2013-07-15 10:12:10
52,731000,tag1,40.5,false,1972-01-02,2013-07-15 10:12:11
53,732000,tag2,42.0,true,1972-01-03,2013-07-15 10:12:12
54,733000,tag3,43.5,false,1972-01-04,2013-07-15 10:12:13
55,734000,tag4,45.0,true,1972-01-05,2013-07-15 10:12:14
56,735000,,46.5,false,1972-01-06,2013-07-15 10:12:15
57,736000,tag1,48.0,true,1972-01-07,2013-07-15 10:12:16
58,737000,tag2,49.5,false,1972-01-08,2013-07-15 10:12:17
59,738000,tag3,51.0,true,1972-01-09,2013-07-15 10:12:18
60,739000,tag4,52.5,false,1972-01-10,2013-07-15 10:12:19
61,740000,tag0,54.0,true,1972-01-11,2013-07-15 10:12:20
62,741000,tag1,55.5,false,1972-01-12,2013-07-15 10:12:21
63,742000,,57.0,true,1972-01-13,2013-07-15 10:12:22
64,743000,tag3,58.5,false,1972-01-14,2013-07-15 10:12:23
65,744000,tag4,60.0,true,1972-01-15,2013-07-15 10:12:24
66,745000,tag0,61.5,false,1972-01-16,2013-07-15 10:12:25
67,746000,tag1,63.0,true,1972-01-17,2013-07-15 10:12:26
68,747000,tag2,64.5,false,1972-01-18,2013-07-15 10:12:27
69,748000,tag3,66.0,true,1972-01-19,2013-07-15 10:12:28
70,749000,,67.5,false,1972-01-20,2013-07-15 10:12:29
71,750000,tag0,69.0,true,1972-01-21,2013-07-15 10:12:30
72,751000,tag1,70.5,false,1972-01-22,2013-07-15 10:12:31
73,752000,tag2,72.0,true,1972-01-23,2013-07-15 10:12:32
74,753000,tag3,73.5,false,1972-01-24,2013-07-15 10:12:33
75,754000,tag4,75.0,true,1972-01-25,2013-07-15 10:12:34
76,755000,tag0,76.5,false,1972-01-26,2013-07-15 10:12:35
77,756000,,78.0,true,1972-01-27,2013-07-15 10:12:36
78,757000,tag2,79.5,false,1972-01-28,2013-07-15 10:12:37
79,758000,tag3,81.0,true,1972-01-29,2013-07-15 10:12:38
80,759000,tag4,82.5,false,1972-01-30,2013-07-15 10:12:39
81,760000,tag0,84.0,true,1972-01-31,2013-07-15 10:12:40
82,761000,tag1,85.5,false,1972-02-01,2013-07-15 10:12:41
83,762000,tag2,87.0,true,1972-02-02,2013-07-15 10:12:42
84,763000,,88.5,false,1972-02-03,2013-07-15 10:12:43
85,764000,tag4,90.0,true,1972-02-04,2013-07-15 10:12:44
86,765000,tag0,91.5,false,1972-02-05,2013-07-15 10:12:45
87,766000,tag1,93.0,true,1972-02-06,2013-07-15 10:12:46
88,767000,tag2,94.5,false,1972-02-07,2013-07-15 10:12:47
89,768000,tag3,0.0,true,1972-02-08,2013-07-15 10:12:48
90,769000,tag4,1.5,false,1972-02-09,2013-07-15 10:12:49
91,770000,,3.0,true,1972-02-10,2013-07-15 10:12:50
92,771000,tag1,4.5,false,1972-02-11,2013-07-15 10:12:51
93,772000,tag2,6.0,true,1972-02-12,2013-07-15 10:12:52
94,773000,tag3,7.5,false,1972-02-13,2013-07-15 10:12:53
95,774000,tag4,9.0,true,1972-02-14,2013-07-15 10:12:54
96,775000,tag0,10.5,false,1972-02-15,2013-07-15 10:12:55
0,776000,tag1,12.0,true,1972-02-16,2013-07-15 10:12:56
1,777000,,13.5,false,1972-02-17,2013-07-15 10:12:57
2,778000,tag3,15.0,true,1972-02-18,2013-07-15 10:12:58
3,779000,tag4,16.5,false,1972-02-19,2013-07-15 10:12:59
4,780000,tag0,18.0,true,1972-02-20,2013-07-15 10:13:00
5,781000,tag1,19.5,false,1972-02-21,2013-07-15 10:13:01
6,782000,tag2,21.0,true,1972-02-22,2013-07-15 10:13:02
7,783000,tag3,22.5,false,1972-02-23,2013-07-15 10:13:03
8,784000,,24.0,true,1972-02-24,2013-07-15 10:13:04
9,785000,tag0,25.5,false,1972-02-25,2013-07-15 10:13:05
10,786000,tag1,27.0,true,1972-02-26,2013-07-15 10:13:06
11,787000,tag2,28.5,false,1972-02-27,2013-07-15 10:13:07
12,788000,tag3,30.0,true,1972-02-28,2013-07-15 10:13:08
13,789000,tag4,31.5,false,1972-02-29,2013-07-15 10:13:09
14,790000,tag0,33.0,true,1972-03-01,2013-07-15 10:13:10
15,791000,,34.5,false,1972-03-02,2013-07-15 10:13:11
16,792000,tag2,36.0,true,1972-03-03,2013-07-15 10:13:12
17,793000,tag3,37.5,false,1972-03-04,2013-07-15 10:13:13
18,794000,tag4,39.0,true,1972-03-05,2013-07-15 10:13:14
19,795000,tag0,40.5,false,1972-03-06,2013-07-15 10:13:15
20,796000,tag1,42.0,true,1972-03-07,2013-07-15 10:13:16
21,797000,tag2,43.5,false,1972-03-08,2013-07-15 10:13:17
22,798000,,45.0,true,1972-03-09,2013-07-15 10:13:18
23,799000,tag4,46.5,false,1972-03-10,2013-07-15 10:13:19
24,800000,tag0,48.0,true,1972-03-11,2013-07-15 10:13:20
25,801000,tag1,49.5,false,1972-03-12,2013-07-15 10:13:21
26,802000,tag2,51.0,true,1972-03-13,2013-07-15 10:13:22
27,803000,tag3,52.5,false,1972-03-14,2013-07-15 10:13:23
28,804000,tag4,54.0,true,1972-03-15,2013-07-15 10:13:24
29,805000,,55.5,false,1972-03-16,2013-07-15 10:13:25
30,806000,tag1,57.0,true,1972-03-17,2013-07-15 10:13:26
31,807000,tag2,58.5,false,1972-03-18,2013-07-15 10:13:27
